text,label
lol Ferme-la mdr,1
wesh Arrête le stream ptdr,1
non mais Tu gères lol,0
eh C'est trop bien ce que tu fais mdr,0
lol Ce jeu est incroyable 🤡,0
franchement Retourne apprendre à jouer ptdr,1
franchement Merci pour le stream sérieux,0
mdr Tu gères 💀,0
wesh Merci pour le contenu sérieux,0
mdr Quel stream de merde mdr,1
mdr Force à toi 🤡,0
wesh Même ma grand-mère joue mieux,1
wesh Pourquoi tu streams ptdr,1
eh Ce jeu est incroyable 🤡,0
ptdr C'est trop bien ce que tu fais 💀,0
eh Mais joue correctement sérieux,1
franchement Retourne t'entraîner mdr,1
wesh C'est catastrophique 🤡,1
franchement Même ma grand-mère joue mieux 💀,1
franchement T'es mauvais ptdr,1
franchement La strat est bonne 😭,0
ptdr J'adore ce jeu 😭,0
Quel stream de merde 🤡,1
wesh Bien joué le move mdr,0
eh Tu joues depuis combien de temps ?,0
Continue comme ça sérieux,0
wesh Ferme ta gueule 💀,1
lol Incroyable ce clutch sérieux,0
Nice play lol,0
franchement T'es nul ptdr,1
wesh Quelle purge sérieux,1
wesh Ça fait pitié 💀,1
non mais Force à toi ptdr,0
non mais C'est catastrophique sérieux,1
mdr Quel malaise mdr,1
wesh T'es un gros con ptdr,1
franchement Force à toi 🤡,0
Personne t'aime ici ptdr,1
wesh GG bien joué 😭,0
wesh Continue le grind ptdr,0
Super stream aujourd'hui,0
franchement T'es à la ramasse sérieux,1
wesh Quel malaise,1
non mais T'es à la ramasse 😭,1
ptdr Bonsoir à tous 😭,0
lol T'es pathétique,1
non mais Bonne soirée le chat mdr,0
non mais T'es ridicule 😭,1
Hâte de voir la suite 😭,0
lol Retourne t'entraîner 🤡,1
mdr T'es à la ramasse 😭,1
wesh Salut tout le monde 💀,0
lol J'adore ce jeu sérieux,0
non mais Quel malaise,1
ptdr T'es gênant lol,1
ptdr Dégage de Twitch mdr,1
mdr Bonsoir à tous 💀,0
Arrête de stream,1
mdr Franchement respect sérieux,0
franchement T'es éclaté lol,1
Super stream aujourd'hui 🤡,0
lol J'en peux plus de te voir mdr,1
C'est insupportable ptdr,1
lol Bonsoir à tous sérieux,0
franchement Arrête de stream 🤡,1
ptdr J'aime bien ton style de jeu 💀,0
franchement T'es mauvais 💀,1
Même ma grand-mère joue mieux sérieux,1
wesh Merci pour le contenu 🤡,0
lol T'es pathétique ptdr,1
ptdr Trop fort sérieux,0
mdr T'es gênant,1
wesh T'es ridicule 😭,1
Ferme-la sérieux,1
eh Mais joue correctement lol,1
eh Ferme ta gueule 💀,1
lol Let's goooo sérieux,0
wesh C'est insupportable,1
wesh Retourne apprendre à jouer,1
non mais Ça clutch fort sérieux,0
non mais Salut tout le monde 🤡,0
mdr On s'ennuie à mort mdr,1
eh Continue comme ça,0
eh J'adore ce jeu lol,0
wesh Quel clutch 😭,0
non mais J'en peux plus de te voir mdr,1
franchement T'es éclaté 💀,1
eh Bonne soirée le chat lol,0
lol Ça fait plaisir à regarder lol,0
non mais Super stream aujourd'hui 🤡,0
eh GG bien joué lol,0
wesh Quel clutch,0
Trop clean ptdr,0
non mais Let's goooo 🤡,0
franchement GG bien joué ptdr,0
mdr Mais joue correctement 💀,1
mdr Retourne apprendre à jouer sérieux,1
lol Ça fait pitié ptdr,1
lol J'aime bien ton style de jeu ptdr,0
mdr Supprime ta chaîne ptdr,1
ptdr Dégage de Twitch 💀,1
mdr T'es à la ramasse lol,1
wesh Bien joué le move lol,0
eh Très bonne ambiance ici mdr,0
La strat est bonne 🤡,0
non mais Arrête le stream 😭,1
ptdr Retourne apprendre à jouer 💀,1
lol Hâte de voir la suite ptdr,0
ptdr GG sérieux,0
lol Niveau zéro lol,1
ptdr La strat est bonne mdr,0
non mais GG bien joué 🤡,0
franchement Ferme ta gueule ptdr,1
lol T'as un niveau éclaté ptdr,1
eh C'est catastrophique 😭,1
wesh T'es nul ptdr,1
Continue comme ça ptdr,0
franchement Salut le chat lol,0
wesh T'es éclaté,1
franchement Bonne soirée le chat sérieux,0
lol Supprime ta chaîne ptdr,1
Arrête le stream sérieux,1
mdr C'est trop bien ce que tu fais sérieux,0
wesh Continue comme ça lol,0
eh Personne t'aime ici lol,1
franchement Tu fais n'importe quoi 🤡,1
mdr Respect pour le niveau mdr,0
ptdr C'était une belle game 🤡,0
mdr Ferme-la mdr,1
lol Bonne chance pour la suite lol,0
franchement Niveau zéro 💀,1
mdr Merci pour le stream mdr,0
mdr T'es ridicule lol,1
ptdr Ça régale mdr,0
franchement Tu fais n'importe quoi mdr,1
non mais C'est trop bien ce que tu fais mdr,0
eh Tu fais n'importe quoi 😭,1
lol Mais joue correctement mdr,1
lol C'est de la merde 🤡,1
non mais Respect pour le niveau lol,0
non mais Ça clutch fort 💀,0
eh Quel stream de merde sérieux,1
Change de jeu t'es nul 🤡,1
non mais Apprends à jouer mdr,1
ptdr T'es une honte lol,1
ptdr Tu fais n'importe quoi 😭,1
wesh J'en peux plus de te voir,1
Merci pour le stream mdr,0
wesh Ferme ta gueule mdr,1
franchement Ça régale lol,0
franchement Ça clutch fort mdr,0
eh Personne t'aime ici 💀,1
non mais Ferme ta gueule 🤡,1
mdr Tu gères lol,0
Ça régale ptdr,0
non mais T'es une honte ptdr,1
non mais Merci pour le stream sérieux,0
mdr Bonne soirée le chat 😭,0
wesh Merci pour le contenu 😭,0
mdr Tu gères lol,0
franchement J'en peux plus de te voir mdr,1
ptdr Merci pour le contenu mdr,0
eh C'est nul à chier 😭,1
wesh Ferme ta gueule 😭,1
eh Quel malaise ptdr,1
Force à toi ptdr,0
ptdr Trop fort sérieux,0
Ça régale 🤡,0
ptdr Merci pour le stream 🤡,0
non mais Bon courage mdr,0
non mais Bon courage ptdr,0
lol J'adore ce jeu,0
mdr GG bien joué 😭,0
wesh Ça fait pitié sérieux,1
non mais Salut le chat,0
ptdr T'es mauvais lol,1
T'as un niveau éclaté,1
wesh Quelle purge 🤡,1
non mais C'est de la merde mdr,1
eh Bon courage mdr,0
non mais T'as aucun talent 💀,1
ptdr Ferme ta gueule ptdr,1
wesh Salut tout le monde lol,0
ptdr J'en peux plus de te voir 🤡,1
non mais Retourne t'entraîner 😭,1
lol Propre,0
wesh T'es ridicule ptdr,1
non mais Bonne chance pour la suite mdr,0
franchement Continue le grind,0
mdr Propre 😭,0
ptdr Retourne apprendre à jouer mdr,1
franchement T'es un gros con lol,1
eh Tu gères,0
eh Pourquoi tu streams 💀,1
mdr Supprime ta chaîne mdr,1
mdr Bonne soirée le chat 🤡,0
mdr C'est catastrophique 💀,1
ptdr Ferme ta gueule 💀,1
Ça régale mdr,0
franchement T'as un niveau éclaté 😭,1
Masterclass sérieux,0
wesh T'es mauvais lol,1
franchement Bien vu ptdr,0
mdr Nice play 😭,0
non mais Arrête de stream 💀,1
wesh Très bonne ambiance ici 🤡,0
ptdr T'as un niveau éclaté sérieux,1
non mais J'en peux plus de te voir mdr,1
wesh T'es pathétique 😭,1
mdr Retourne apprendre à jouer 💀,1
ptdr Quel clutch,0
ptdr Franchement respect 🤡,0
wesh Ferme-la ptdr,1
ptdr Quel stream de merde 💀,1
ptdr T'es ridicule,1
non mais C'est nul à chier 💀,1
lol C'est insupportable sérieux,1
franchement Respect pour le niveau mdr,0
eh J'en peux plus de te voir ptdr,1
ptdr Ce jeu est incroyable sérieux,0
mdr T'es pathétique 🤡,1
mdr T'es vraiment nul 🤡,1
eh J'aime bien ton style de jeu 💀,0
wesh T'es ridicule,1
ptdr Merci pour le contenu,0
ptdr Continue comme ça mdr,0
franchement C'est catastrophique 😭,1
wesh Bonne chance pour la suite 💀,0
franchement Ce jeu est incroyable mdr,0
franchement Même ma grand-mère joue mieux 🤡,1
Pourquoi tu streams 🤡,1
Ferme ta gueule 😭,1
non mais Hâte de voir la suite 💀,0
wesh Très bonne ambiance ici sérieux,0
mdr C'est catastrophique 💀,1
mdr Respect pour le niveau 🤡,0
Force à toi 🤡,0
non mais J'en peux plus de te voir 😭,1
Tu fais n'importe quoi sérieux,1
franchement GG 🤡,0
non mais Trop clean ptdr,0
Ferme-la mdr,1
franchement Continue le grind ptdr,0
franchement Dégage de Twitch sérieux,1
ptdr T'es éclaté 😭,1
wesh Personne t'aime ici sérieux,1
franchement Ça régale ptdr,0
non mais GG 😭,0
mdr Retourne t'entraîner mdr,1
ptdr Continue comme ça mdr,0
franchement Ça régale lol,0
non mais Va te faire foutre lol,1
mdr Ferme-la 💀,1
wesh Tu fais n'importe quoi mdr,1
C'était une belle game 🤡,0
T'es un gros con lol,1
mdr Bonne chance pour la suite 🤡,0
T'es pathétique 😭,1
eh Hâte de voir la suite mdr,0
eh Bonsoir à tous sérieux,0
lol Bien vu 😭,0
wesh Ça clutch fort lol,0
eh Propre,0
eh Quel est ton setup ? mdr,0
franchement Trop clean 🤡,0
ptdr Bonsoir à tous 🤡,0
non mais J'aime bien ton style de jeu,0
ptdr Nice play ptdr,0
mdr GG 🤡,0
eh J'aime bien ton style de jeu sérieux,0
ptdr Merci pour le contenu sérieux,0
Bonne soirée le chat lol,0
wesh GG lol,0
lol C'est insupportable lol,1
Retourne t'entraîner 💀,1
non mais Bien joué le move 😭,0
ptdr J'en peux plus de te voir 🤡,1
ptdr Bien joué le move lol,0
non mais Va te faire foutre 😭,1
Merci pour le stream 🤡,0
Retourne apprendre à jouer mdr,1
eh Ce jeu est incroyable sérieux,0
Niveau zéro,1
eh Ça fait pitié 💀,1
eh T'es une honte 🤡,1
wesh Bien vu mdr,0
franchement Ça clutch fort 💀,0
eh Supprime ta chaîne lol,1
non mais Merci pour le contenu mdr,0
franchement T'es gênant 💀,1
ptdr Même ma grand-mère joue mieux,1
franchement Ça fait pitié 💀,1
wesh T'as aucun talent mdr,1
franchement Hâte de voir la suite ptdr,0
mdr T'es à la ramasse,1
non mais La strat est bonne lol,0
Ferme ta gueule 😭,1
franchement J'aime bien ton style de jeu,0
lol C'est trop bien ce que tu fais sérieux,0
Quel est ton setup ? 💀,0
lol T'as un niveau éclaté sérieux,1
ptdr T'es chaud aujourd'hui ptdr,0
lol Bonne chance pour la suite 😭,0
lol Salut tout le monde,0
T'es gênant 💀,1
wesh Salut le chat 💀,0
lol Niveau zéro ptdr,1
lol C'était une belle game sérieux,0
mdr Nice play,0
ptdr Merci pour le stream ptdr,0
eh Trop fort lol,0
mdr Ferme ta gueule sérieux,1
mdr Même ma grand-mère joue mieux mdr,1
franchement Yo sérieux,0
franchement T'es nul lol,1
franchement Bon courage 💀,0
non mais T'es à la ramasse 🤡,1
mdr Propre sérieux,0
eh Trop fort lol,0
Ça régale,0
ptdr Quel stream de merde sérieux,1
Quel malaise ptdr,1
eh J'en peux plus de te voir sérieux,1
lol Quel est ton setup ? 😭,0
wesh Ferme ta gueule 🤡,1
mdr Bonne soirée le chat ptdr,0
ptdr GG 💀,0
non mais Bonne soirée le chat 💀,0
non mais Change de jeu t'es nul ptdr,1
Bien vu 💀,0
non mais T'es nul lol,1
franchement Merci pour le contenu mdr,0
wesh C'est catastrophique 🤡,1
franchement T'es gênant lol,1
wesh Bien joué le move sérieux,0
Yo 😭,0
mdr La strat est bonne mdr,0
franchement Bien joué le move mdr,0
ptdr Personne t'aime ici 🤡,1
Tu joues depuis combien de temps ? ptdr,0
mdr Quel malaise ptdr,1
mdr Va te faire foutre,1
eh Yo mdr,0
T'es pathétique ptdr,1
lol Ça joue bien 😭,0
C'est nul à chier,1
eh Supprime ta chaîne 💀,1
ptdr Quelle purge 💀,1
wesh Merci pour le stream sérieux,0
wesh Continue comme ça mdr,0
non mais Ça fait pitié ptdr,1
ptdr T'es mauvais lol,1
wesh Ferme-la,1
lol Quelle purge ptdr,1
ptdr J'aime bien ton style de jeu ptdr,0
wesh Niveau zéro 😭,1
eh C'est nul à chier ptdr,1
mdr Continue le grind lol,0
franchement Mais joue correctement mdr,1
eh Supprime ta chaîne 💀,1
franchement Ce jeu est incroyable,0
eh GG bien joué sérieux,0
Ça clutch fort mdr,0
lol C'est insupportable 💀,1
eh T'es mauvais ptdr,1
non mais Tu joues depuis combien de temps ? lol,0
mdr GG bien joué sérieux,0
eh Même ma grand-mère joue mieux 🤡,1
eh T'as un niveau éclaté sérieux,1
Salut le chat 🤡,0
ptdr C'est trop bien ce que tu fais 💀,0
non mais Yo 🤡,0
lol T'as aucun talent mdr,1
ptdr Retourne t'entraîner sérieux,1
franchement Mais joue correctement ptdr,1
eh Pourquoi tu streams 😭,1
franchement Arrête de stream,1
non mais Très bonne ambiance ici lol,0
wesh T'as aucun talent 🤡,1
eh Ferme-la 💀,1
Quel stream de merde 💀,1
eh T'es vraiment nul ptdr,1
Ça régale 🤡,0
non mais T'es vraiment nul 🤡,1
wesh GG bien joué 💀,0
non mais T'es pathétique sérieux,1
lol Hâte de voir la suite sérieux,0
Force à toi 😭,0
franchement Franchement respect 💀,0
franchement Ferme ta gueule ptdr,1
wesh Continue le grind mdr,0
mdr Bien joué le move mdr,0
wesh Continue comme ça 🤡,0
franchement Salut le chat 💀,0
lol T'es pathétique 😭,1
wesh Très bonne ambiance ici 🤡,0
lol Ça clutch fort mdr,0
eh Quel malaise mdr,1
eh Ferme ta gueule 😭,1
lol Yo ptdr,0
non mais Dégage de Twitch ptdr,1
eh GG 💀,0
eh J'adore ce jeu ptdr,0
ptdr Respect pour le niveau sérieux,0
eh Va te faire foutre sérieux,1
lol Quel clutch,0
mdr C'était une belle game 😭,0
eh Retourne apprendre à jouer mdr,1
ptdr Arrête le stream ptdr,1
non mais Tu gères sérieux,0
franchement Incroyable ce clutch mdr,0
mdr Tu gères mdr,0
ptdr Salut le chat lol,0
non mais Quel malaise,1
franchement Va te faire foutre mdr,1
wesh Arrête le stream ptdr,1
franchement Dégage de Twitch 💀,1
mdr Merci pour le contenu 🤡,0
eh Quel clutch,0
mdr Très bonne ambiance ici ptdr,0
franchement Ferme ta gueule mdr,1
mdr Nice play ptdr,0
Bonne chance pour la suite 😭,0
franchement Tu gères lol,0
wesh Retourne apprendre à jouer 🤡,1
franchement T'es gênant sérieux,1
eh Incroyable ce clutch sérieux,0
ptdr Même ma grand-mère joue mieux 🤡,1
mdr Hâte de voir la suite lol,0
non mais J'aime bien ton style de jeu 💀,0
non mais Bonsoir à tous 💀,0
wesh Let's goooo mdr,0
franchement Ce jeu est incroyable mdr,0
franchement Ça fait pitié mdr,1
lol Merci pour le stream 😭,0
franchement T'es chaud aujourd'hui,0
eh Tu fais n'importe quoi lol,1
mdr Let's goooo mdr,0
T'es éclaté lol,1
franchement Change de jeu t'es nul mdr,1
mdr T'es à la ramasse 💀,1
ptdr Bonne chance pour la suite 💀,0
ptdr Change de jeu t'es nul,1
mdr Bon courage 🤡,0
mdr Ça clutch fort lol,0
franchement Bonsoir à tous,0
non mais Quelle purge ptdr,1
franchement Salut tout le monde 💀,0
franchement Bon courage ptdr,0
non mais Tu joues depuis combien de temps ? lol,0
non mais Merci pour le stream ptdr,0
mdr Ça clutch fort 💀,0
lol Trop fort mdr,0
franchement Ça régale 🤡,0
wesh Retourne t'entraîner 😭,1
non mais Ce jeu est incroyable,0
T'es un gros con ptdr,1
lol Mais joue correctement 💀,1
eh T'es éclaté mdr,1
Pourquoi tu streams 🤡,1
Personne t'aime ici 😭,1
eh Let's goooo 🤡,0
wesh Change de jeu t'es nul ptdr,1
eh Change de jeu t'es nul ptdr,1
mdr Propre 🤡,0
Apprends à jouer ptdr,1
Dégage de Twitch sérieux,1
eh Pourquoi tu streams 😭,1
Apprends à jouer mdr,1
Ça régale sérieux,0
wesh GG bien joué ptdr,0
lol T'es ridicule 😭,1
mdr Franchement respect ptdr,0
ptdr Bonne chance pour la suite mdr,0
T'es vraiment nul 💀,1
franchement Ça fait plaisir à regarder sérieux,0
lol Ça régale 😭,0
ptdr Bonsoir à tous ptdr,0
lol Va te faire foutre ptdr,1
lol La strat est bonne 😭,0
T'es un gros con,1
non mais Mais joue correctement sérieux,1
lol C'était une belle game sérieux,0
franchement Bien joué le move ptdr,0
non mais C'est insupportable mdr,1
franchement Propre lol,0
eh Merci pour le contenu 😭,0
T'es ridicule lol,1
Arrête de stream,1
non mais Super stream aujourd'hui lol,0
lol Personne t'aime ici 🤡,1
eh Tu gères sérieux,0
mdr Apprends à jouer 😭,1
ptdr Change de jeu t'es nul 🤡,1
wesh T'es à la ramasse sérieux,1
wesh Bonne soirée le chat lol,0
ptdr Quel malaise 💀,1
non mais T'es gênant 🤡,1
wesh Personne t'aime ici lol,1
franchement Change de jeu t'es nul sérieux,1
ptdr Dégage de Twitch 💀,1
mdr J'aime bien ton style de jeu 💀,0
mdr Salut tout le monde,0
wesh Continue le grind lol,0
eh C'est insupportable sérieux,1
wesh Ça fait pitié 😭,1
wesh Va te faire foutre,1
wesh Tu gères lol,0
On s'ennuie à mort 🤡,1
non mais Arrête le stream 😭,1
non mais Quelle purge mdr,1
mdr Merci pour le stream 💀,0
lol Tu joues depuis combien de temps ? 💀,0
wesh Tu joues depuis combien de temps ? 😭,0
mdr C'est trop bien ce que tu fais 😭,0
lol Bonne soirée le chat mdr,0
mdr Change de jeu t'es nul 🤡,1
ptdr Super stream aujourd'hui 😭,0
eh T'es chaud aujourd'hui 💀,0
mdr T'es chaud aujourd'hui lol,0
Force à toi sérieux,0
Respect pour le niveau sérieux,0
Quel stream de merde lol,1
La strat est bonne lol,0
ptdr Arrête le stream 💀,1
T'es nul lol,1
T'es éclaté mdr,1
wesh J'adore ce jeu sérieux,0
ptdr Tu joues depuis combien de temps ? 💀,0
lol Tu fais n'importe quoi,1
non mais Retourne t'entraîner,1
eh Propre mdr,0
wesh Ce jeu est incroyable mdr,0
J'en peux plus de te voir 😭,1
franchement C'était une belle game 💀,0
franchement Arrête le stream lol,1
ptdr T'es à la ramasse lol,1
non mais Nice play ptdr,0
franchement Propre ptdr,0
lol Même ma grand-mère joue mieux 🤡,1
non mais C'est catastrophique 💀,1
lol Retourne apprendre à jouer 🤡,1
Tu gères ptdr,0
mdr T'as un niveau éclaté sérieux,1
lol Mais joue correctement 😭,1
eh Arrête le stream lol,1
mdr Propre sérieux,0
mdr C'est nul à chier 💀,1
mdr Continue le grind mdr,0
wesh Ferme-la,1
eh Bon courage 🤡,0
ptdr C'est catastrophique 😭,1
eh Tu joues depuis combien de temps ? 🤡,0
mdr Quelle purge 😭,1
franchement T'as aucun talent lol,1
Hâte de voir la suite sérieux,0
lol Salut le chat 😭,0
lol C'est nul à chier sérieux,1
wesh T'as un niveau éclaté 😭,1
wesh Respect pour le niveau 😭,0
franchement J'aime bien ton style de jeu 💀,0
T'es chaud aujourd'hui 💀,0
lol C'est insupportable,1
mdr Ça joue bien mdr,0
franchement Nice play 😭,0
eh Respect pour le niveau lol,0
ptdr T'es éclaté 😭,1
wesh Ça fait pitié 💀,1
wesh Retourne apprendre à jouer ptdr,1
ptdr T'es éclaté,1
franchement Salut tout le monde 💀,0
mdr J'en peux plus de te voir mdr,1
mdr J'en peux plus de te voir sérieux,1
lol Super stream aujourd'hui 🤡,0
ptdr Supprime ta chaîne,1
franchement On s'ennuie à mort sérieux,1
wesh Respect pour le niveau 🤡,0
mdr Quel stream de merde 💀,1
lol Incroyable ce clutch lol,0
lol Va te faire foutre 💀,1
lol Salut tout le monde mdr,0
ptdr Let's goooo 💀,0
mdr Super stream aujourd'hui mdr,0
mdr Respect pour le niveau sérieux,0
ptdr Pourquoi tu streams lol,1
eh Ferme ta gueule,1
eh Tu gères lol,0
non mais Mais joue correctement lol,1
franchement Bonsoir à tous,0
eh On s'ennuie à mort mdr,1
lol Tu joues depuis combien de temps ? ptdr,0
ptdr Bon courage lol,0
lol Mais joue correctement 😭,1
non mais Merci pour le stream 🤡,0
mdr J'en peux plus de te voir 💀,1
ptdr Hâte de voir la suite 💀,0
ptdr Ferme ta gueule 😭,1
franchement Ce jeu est incroyable sérieux,0
lol Salut tout le monde mdr,0
non mais T'es un gros con lol,1
non mais Va te faire foutre mdr,1
Yo ptdr,0
Ferme ta gueule mdr,1
non mais Ça fait plaisir à regarder lol,0
Tu joues depuis combien de temps ? 💀,0
wesh Tu fais n'importe quoi lol,1
lol Respect pour le niveau 🤡,0
mdr T'es ridicule sérieux,1
mdr Ça fait pitié 😭,1
eh T'es mauvais 🤡,1
mdr Très bonne ambiance ici 😭,0
franchement Salut tout le monde 💀,0
non mais Trop clean 🤡,0
mdr Retourne apprendre à jouer 🤡,1
eh Incroyable ce clutch ptdr,0
ptdr Quel clutch 💀,0
eh T'as un niveau éclaté 🤡,1
ptdr Ferme-la mdr,1
mdr Salut le chat,0
Let's goooo 💀,0
non mais C'est trop bien ce que tu fais sérieux,0
franchement T'es vraiment nul 🤡,1
T'es pathétique mdr,1
mdr Va te faire foutre,1
Dégage de Twitch sérieux,1
eh Arrête de stream 💀,1
mdr Ce jeu est incroyable ptdr,0
lol Arrête de stream mdr,1
ptdr C'est insupportable 💀,1
lol T'es chaud aujourd'hui mdr,0
lol T'es ridicule 😭,1
non mais T'es éclaté,1
T'as aucun talent,1
lol Arrête de stream,1
eh T'es un gros con sérieux,1
Personne t'aime ici mdr,1
franchement Ça joue bien lol,0
non mais T'es ridicule 🤡,1
lol Tu fais n'importe quoi 🤡,1
franchement GG bien joué,0
Trop fort 🤡,0
non mais C'est nul à chier 😭,1
non mais Apprends à jouer sérieux,1
non mais J'aime bien ton style de jeu lol,0
eh La strat est bonne,0
franchement C'est catastrophique sérieux,1
non mais C'est catastrophique 😭,1
eh Bien vu lol,0
franchement Ça joue bien 💀,0
mdr Franchement respect 💀,0
mdr Ferme ta gueule ptdr,1
T'es à la ramasse 🤡,1
wesh Hâte de voir la suite 🤡,0
franchement T'es pathétique 💀,1
franchement T'es éclaté 😭,1
eh Retourne apprendre à jouer,1
eh Change de jeu t'es nul lol,1
franchement C'était une belle game 🤡,0
non mais Retourne apprendre à jouer 💀,1
franchement T'as aucun talent 🤡,1
Bonne chance pour la suite 💀,0
ptdr Arrête le stream,1
non mais Ferme-la 🤡,1
lol Continue comme ça mdr,0
ptdr J'en peux plus de te voir 💀,1
ptdr Salut le chat sérieux,0
franchement T'es mauvais 💀,1
lol Super stream aujourd'hui lol,0
eh Continue comme ça lol,0
lol Incroyable ce clutch mdr,0
wesh Arrête le stream sérieux,1
non mais Nice play mdr,0
ptdr Quel est ton setup ? 🤡,0
Ce jeu est incroyable,0
ptdr Continue comme ça 😭,0
franchement T'as aucun talent mdr,1
lol Ferme-la 💀,1
wesh T'es éclaté,1
lol Quel est ton setup ? 😭,0
lol Hâte de voir la suite ptdr,0
lol Bien vu,0
lol Quelle purge mdr,1
lol Force à toi 🤡,0
mdr Bonne soirée le chat ptdr,0
non mais J'aime bien ton style de jeu,0
wesh Force à toi 🤡,0
franchement T'es une honte sérieux,1
non mais Personne t'aime ici 🤡,1
ptdr T'es éclaté 🤡,1
lol Ce jeu est incroyable 🤡,0
eh On s'ennuie à mort lol,1
eh Franchement respect 💀,0
non mais T'es un gros con sérieux,1
mdr Bonne soirée le chat 🤡,0
Trop fort lol,0
lol Respect pour le niveau lol,0
Pourquoi tu streams ptdr,1
non mais T'es chaud aujourd'hui lol,0
wesh T'es pathétique sérieux,1
franchement Dégage de Twitch sérieux,1
eh C'est nul à chier ptdr,1
eh Bien joué le move 💀,0
non mais GG bien joué lol,0
ptdr Ferme-la 💀,1
lol Supprime ta chaîne mdr,1
eh Trop fort 😭,0
lol Bonne soirée le chat mdr,0
mdr Merci pour le stream,0
ptdr On s'ennuie à mort 😭,1
lol Bonne chance pour la suite lol,0
eh Bonne chance pour la suite 😭,0
Hâte de voir la suite,0
wesh Bonne chance pour la suite 💀,0
eh Arrête de stream 😭,1
wesh Quel clutch ptdr,0
Ça clutch fort 💀,0
eh Ce jeu est incroyable 😭,0
wesh Quelle purge 😭,1
mdr T'es gênant lol,1
mdr Propre ptdr,0
franchement La strat est bonne ptdr,0
wesh Ça régale 💀,0
wesh J'en peux plus de te voir 🤡,1
wesh Super stream aujourd'hui ptdr,0
eh C'est catastrophique mdr,1
GG bien joué,0
ptdr Tu fais n'importe quoi sérieux,1
eh T'es une honte,1
eh Ferme-la 😭,1
eh Ce jeu est incroyable mdr,0
mdr T'es un gros con 😭,1
eh Ferme-la sérieux,1
ptdr Retourne t'entraîner mdr,1
wesh T'es nul 💀,1
wesh Ça clutch fort 💀,0
mdr Ça régale lol,0
eh T'es vraiment nul lol,1
franchement Bon courage 💀,0
eh Continue le grind 😭,0
T'es chaud aujourd'hui sérieux,0
mdr T'es éclaté sérieux,1
ptdr T'es à la ramasse 💀,1
ptdr Hâte de voir la suite 🤡,0
mdr Quel stream de merde 🤡,1
franchement Ferme ta gueule mdr,1
eh T'es nul,1
franchement T'as aucun talent 😭,1
mdr Continue le grind sérieux,0
lol T'as un niveau éclaté lol,1
ptdr Tu gères mdr,0
mdr Bonne chance pour la suite mdr,0
eh Va te faire foutre 😭,1
C'est catastrophique ptdr,1
Force à toi sérieux,0
Quel est ton setup ? 🤡,0
eh Continue le grind ptdr,0
mdr Franchement respect,0
non mais Ferme ta gueule sérieux,1
lol Respect pour le niveau 🤡,0
GG bien joué 😭,0
franchement Quel clutch 🤡,0
non mais Continue comme ça ptdr,0
ptdr T'es une honte lol,1
lol Pourquoi tu streams ptdr,1
J'aime bien ton style de jeu sérieux,0
mdr Supprime ta chaîne 🤡,1
wesh T'as un niveau éclaté mdr,1
lol Bon courage 🤡,0
wesh Ferme-la,1
lol T'es mauvais 💀,1
franchement Arrête le stream 🤡,1
mdr GG lol,0
lol Continue le grind lol,0
On s'ennuie à mort lol,1
wesh Ça fait plaisir à regarder sérieux,0
lol Ça joue bien,0
ptdr Tu joues depuis combien de temps ? ptdr,0
ptdr On s'ennuie à mort sérieux,1
franchement Quel stream de merde mdr,1
lol T'es éclaté 😭,1
lol T'as un niveau éclaté 🤡,1
mdr T'es chaud aujourd'hui 😭,0
non mais Tu joues depuis combien de temps ? mdr,0
eh Incroyable ce clutch,0
lol T'es à la ramasse ptdr,1
C'est insupportable 😭,1
wesh Quel stream de merde mdr,1
franchement Super stream aujourd'hui sérieux,0
eh GG 🤡,0
wesh Continue comme ça 😭,0
T'es gênant,1
mdr T'es gênant 💀,1
non mais Salut tout le monde 😭,0
mdr T'es pathétique 🤡,1
ptdr Mais joue correctement ptdr,1
wesh Très bonne ambiance ici 💀,0
lol Retourne apprendre à jouer 😭,1
lol T'es un gros con sérieux,1
wesh Change de jeu t'es nul,1
Change de jeu t'es nul 🤡,1
Trop clean mdr,0
ptdr Ferme ta gueule 💀,1
eh Mais joue correctement 💀,1
mdr C'est de la merde sérieux,1
lol C'est catastrophique 😭,1
wesh Merci pour le contenu 🤡,0
wesh Tu joues depuis combien de temps ? ptdr,0
non mais On s'ennuie à mort,1
lol C'est nul à chier ptdr,1
franchement T'es nul mdr,1
lol C'est de la merde 😭,1
ptdr J'adore ce jeu sérieux,0
lol Bonne soirée le chat sérieux,0
Pourquoi tu streams mdr,1
non mais Tu joues depuis combien de temps ? mdr,0
franchement Retourne t'entraîner 🤡,1
mdr T'es pathétique 💀,1
eh C'est nul à chier lol,1
wesh Bonne chance pour la suite 😭,0
Propre 💀,0
franchement Change de jeu t'es nul,1
ptdr Hâte de voir la suite ptdr,0
lol La strat est bonne lol,0
non mais Ça régale 😭,0
mdr Supprime ta chaîne 😭,1
lol Yo ptdr,0
mdr J'adore ce jeu sérieux,0
lol T'es à la ramasse 💀,1
non mais Tu fais n'importe quoi 💀,1
non mais Ça fait plaisir à regarder lol,0
wesh T'as un niveau éclaté 💀,1
eh Retourne t'entraîner 🤡,1
mdr Bonne soirée le chat lol,0
wesh Ça joue bien 💀,0
mdr T'as aucun talent 🤡,1
non mais Quel est ton setup ? lol,0
ptdr T'as un niveau éclaté 😭,1
